Gene stable ID	Gene Name	ZFIN ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSDARG00000062472	sin3b	ZDB-GENE-030131-8264	sin3b	560837	protein_coding
ENSDARG00000094710	si:dkey-79i2.4	ZDB-GENE-060503-553			protein_coding
ENSDARG00000097607	BX324166.1				lncRNA
ENSDARG00000071662	si:rp71-36a1.3	ZDB-GENE-050208-566	si:rp71-36a1.3	100034563	protein_coding
ENSDARG00000094025	si:dkey-237j10.2	ZDB-GENE-100922-206	si:dkey-237j10.2	568721	protein_coding
ENSDARG00000003592	surf1	ZDB-GENE-041108-2	surf1	557970	protein_coding
ENSDARG00000037861	slc2a3b	ZDB-GENE-121031-5	slc2a3b	100330897	protein_coding
ENSDARG00000078162	pimr208	ZDB-GENE-110914-62	LOC101884995	101884995	protein_coding
ENSDARG00000078618	inpp5kb	ZDB-GENE-100408-3	inpp5kb	566188	protein_coding
ENSDARG00000090730	cfbl	ZDB-GENE-030131-2319	cfbl	792472	protein_coding
ENSDARG00000070958	pex6	ZDB-GENE-081104-252	pex6	792998	protein_coding
ENSDARG00000069649	tmem160	ZDB-GENE-060503-851	tmem160	559491	protein_coding
ENSDARG00000070774	irgf1	ZDB-GENE-051212-5	irgf1	100137101	protein_coding
ENSDARG00000101591	CU695215.2				lncRNA
ENSDARG00000019877	rbks	ZDB-GENE-040625-112	rbks	415207	protein_coding
ENSDARG00000099439	serp1	ZDB-GENE-030131-8741	serp1	336797	protein_coding
ENSDARG00000076248	ppp1r3db	ZDB-GENE-110201-1	ppp1r3db	567375	protein_coding
ENSDARG00000079857	SANBR	ZDB-GENE-100405-5	si:ch211-189k9.2	793832	protein_coding
ENSDARG00000054570	smg1	ZDB-GENE-061013-767	smg1	569810	protein_coding
ENSDARG00000104654	leap2	ZDB-GENE-081022-131	leap2	793075	protein_coding
ENSDARG00000078475	klhl23	ZDB-GENE-081104-458	klhl23	559613	protein_coding
ENSDARG00000031387	cers4a	ZDB-GENE-020808-1	cers4a	259250	protein_coding
ENSDARG00000011537	ugt2a5	ZDB-GENE-060929-796	ugt2a5	767705	protein_coding
ENSDARG00000093569	bckdhbl	ZDB-GENE-060830-1	bckdhbl	555648	protein_coding
ENSDARG00000093845	si:ch211-1f22.12	ZDB-GENE-121214-103	LOC110439903	110439903	protein_coding
ENSDARG00000068893	mettl5	ZDB-GENE-041010-21	mettl5	449776	protein_coding
ENSDARG00000038213	slc35b1	ZDB-GENE-040912-148	slc35b1	447844	protein_coding
ENSDARG00000104398	si:ch73-343g19.4	ZDB-GENE-100922-108	si:ch73-343g19.4	100535926	protein_coding
ENSDARG00000078814	si:dkey-34m19.3	ZDB-GENE-030131-2206	si:dkey-34m19.3	100005466	protein_coding
ENSDARG00000101145	lipeb	ZDB-GENE-100921-71	lipeb	557893	protein_coding
ENSDARG00000018006	vrk1	ZDB-GENE-040426-2709	vrk1	406694	protein_coding
ENSDARG00000058470	mapk13	ZDB-GENE-041111-17	mapk13	100002318	protein_coding
ENSDARG00000067794	cabz01076234.2	ZDB-GENE-160727-2	cabz01076234.2	100332077	protein_coding
ENSDARG00000105714	CABZ01083442.1		si:cabz01083442.1	101883419	protein_coding
ENSDARG00000096663	si:dkey-249p7.4	ZDB-GENE-121214-270	si:dkey-249p7.4	100537239	protein_coding
ENSDARG00000053630	si:dkey-182o15.5	ZDB-GENE-160728-6	itln4	555755	protein_coding
ENSDARG00000069619	atf7ip	ZDB-GENE-061103-178	atf7ip	558977	protein_coding
ENSDARG00000095908	sat1a.2	ZDB-GENE-040704-4	sat1a.2	431716	protein_coding
ENSDARG00000019307	dusp5	ZDB-GENE-010625-1	dusp5	114436	protein_coding
ENSDARG00000068678	iqcg	ZDB-GENE-050419-109	iqcg	100322600	protein_coding
ENSDARG00000073750	crygm2d18	ZDB-GENE-040625-154	crygm2d18	415232	protein_coding
ENSDARG00000060771	map7d3	ZDB-GENE-121129-3	map7d3	794500	protein_coding
ENSDARG00000060282	rnf121	ZDB-GENE-050809-3	rnf121	606559	protein_coding
ENSDARG00000036546	pdxkb	ZDB-GENE-030616-521	pdxkb	564697	protein_coding
ENSDARG00000102296	zgc:175177	ZDB-GENE-080303-30	zgc:175177	100137609	protein_coding
ENSDARG00000098403	CR925723.1				lncRNA
ENSDARG00000096872	CU467963.1				lncRNA
ENSDARG00000062427	clcn2a	ZDB-GENE-070705-19	clcn2a	100150892	protein_coding
ENSDARG00000092118	BX571701.1				lncRNA
ENSDARG00000105069	CR925723.3				lncRNA
ENSDARG00000004372	fmnl3	ZDB-GENE-030131-1571	fmnl3	407694	protein_coding
ENSDARG00000044091	pitpnab	ZDB-GENE-110408-51	pitpnab	100333060	protein_coding
ENSDARG00000075826	msh4	ZDB-GENE-131121-643	msh4	559917	protein_coding
ENSDARG00000022350	nek1	ZDB-GENE-040730-1	nek1	556002	protein_coding
ENSDARG00000053480	aqp9b	ZDB-GENE-070911-1	aqp9b	570191	protein_coding
ENSDARG00000042063	si:ch211-145c1.1	ZDB-GENE-070912-81	si:ch211-145c1.1	563686	protein_coding
ENSDARG00000063626	ddx21	ZDB-GENE-031113-10	ddx21	799650	protein_coding
ENSDARG00000054319	oxct1b	ZDB-GENE-060929-212	oxct1b	560273	protein_coding
ENSDARG00000099216	atp8b2	ZDB-GENE-030131-2474			protein_coding
ENSDARG00000101654	si:ch211-188c18.1	ZDB-GENE-060503-296	si:ch211-188c18.1	100034480	protein_coding
ENSDARG00000059781	atcayb	ZDB-GENE-070912-220	atcayb	100329872	protein_coding
ENSDARG00000078227	cspg4	ZDB-GENE-050519-1	cspg4	560393	protein_coding
ENSDARG00000105738	BX005319.1				lncRNA
ENSDARG00000041830	tsn	ZDB-GENE-030131-6039	tsn	334107	protein_coding
ENSDARG00000100747	GUCA1A	ZDB-GENE-091204-414	si:ch211-103a14.5	100330921	protein_coding
ENSDARG00000105657	si:cabz01080528.1	ZDB-GENE-160728-36	LOC110439911	110439911	protein_coding
ENSDARG00000019969	smarcd3b	ZDB-GENE-080509-2	smarcd3b	562140	protein_coding
ENSDARG00000025285	panx1a	ZDB-GENE-040426-766	panx1a	393890	protein_coding
ENSDARG00000012140	ccnl1b	ZDB-GENE-030131-4813	ccnl1b	326088	protein_coding
ENSDARG00000021336	pax4	ZDB-GENE-041210-244	pax4	561564	protein_coding
ENSDARG00000002394	ugt5d1	ZDB-GENE-091118-36	ugt5d1	100415794	protein_coding
ENSDARG00000067925	sstr1b	ZDB-GENE-120410-2	sstr1b	557645	protein_coding
ENSDARG00000039351	ccl19b	ZDB-GENE-091204-19	ccl19b	795469	protein_coding
ENSDARG00000068303	zgc:171509	ZDB-GENE-080219-48	zgc:171509	100141339	protein_coding
ENSDARG00000038235	pkdccb	ZDB-GENE-130530-599	pkdccb	565254	protein_coding
ENSDARG00000100296	pja2	ZDB-GENE-060526-337	pja2	565118	protein_coding
ENSDARG00000069817	crygm2d17	ZDB-GENE-070720-9	crygm2d17	561929	protein_coding
ENSDARG00000100944	glrx2	ZDB-GENE-040718-101	glrx2	436677	protein_coding
ENSDARG00000005010	si:dkeyp-2e4.8	ZDB-GENE-061207-81	si:dkeyp-2e4.8	101886989	protein_coding
ENSDARG00000071558	fblim1	ZDB-GENE-061013-662	fblim1	768160	protein_coding
ENSDARG00000105532	znf16l	ZDB-GENE-160728-135	znf16l	570544	protein_coding
ENSDARG00000096990	si:ch1073-340i21.2	ZDB-GENE-131121-430	LOC100004528	100004528	protein_coding
ENSDARG00000094646	dyrk2	ZDB-GENE-030131-2804	dyrk2	557602	protein_coding
ENSDARG00000068365	lmx1bb	ZDB-GENE-050114-2	lmx1bb	554360	protein_coding
ENSDARG00000062752	mfap3l	ZDB-GENE-111229-2	mfap3l	557798	protein_coding
ENSDARG00000016674	FP102888.1		trim35-4	100006932	protein_coding
ENSDARG00000009208	prkcda	ZDB-GENE-030131-6503	prkcda	334571	protein_coding
ENSDARG00000060564	slc25a21	ZDB-GENE-060929-664	slc25a21	767694	protein_coding
ENSDARG00000028804	ankrd9	ZDB-GENE-041114-3	ankrd9	492328	protein_coding
ENSDARG00000105782	CABZ01081777.1		si:cabz01081777.1	100331748	protein_coding
ENSDARG00000011410	aadat	ZDB-GENE-111229-1	aadat	557979	protein_coding
ENSDARG00000011801	wars2	ZDB-GENE-050306-26	wars2	503745	protein_coding
ENSDARG00000055874	cpe	ZDB-GENE-090313-68	cpe	407979	protein_coding
ENSDARG00000059235	zgc:113274	ZDB-GENE-050508-2	zgc:113274	552925	protein_coding
ENSDARG00000103643	unc45a	ZDB-GENE-050417-158	unc45a	550364	protein_coding
ENSDARG00000096623	si:ch211-1f22.13	ZDB-GENE-121214-68			protein_coding
ENSDARG00000097635	wu:fb18f06	ZDB-GENE-030131-261			protein_coding
ENSDARG00000028912	si:dkey-10h3.2	ZDB-GENE-060503-142	LOC565947	565947	protein_coding
ENSDARG00000058379	otpb	ZDB-GENE-990708-7	otpb	30316	protein_coding
ENSDARG00000032098	c8g	ZDB-GENE-040426-1898	c8g	393837	protein_coding
ENSDARG00000093805	ccdc73	ZDB-GENE-080812-3			protein_coding
ENSDARG00000075629	si:dkey-197i20.6	ZDB-GENE-131127-557	si:dkey-197i20.6	565583	protein_coding
ENSDARG00000057107	si:ch73-383g2.1	ZDB-GENE-131121-54			protein_coding
ENSDARG00000040258	si:ch73-340m8.2	ZDB-GENE-110411-209	si:ch73-340m8.2	100332982	protein_coding
ENSDARG00000037246	pimr212	ZDB-GENE-070424-268	pimr212	100151754	protein_coding
ENSDARG00000116164	crygm2d8	ZDB-GENE-040718-321	zgc:173645	100124618	protein_coding
ENSDARG00000031600	rd3	ZDB-GENE-040724-103	rd3	791149	protein_coding
ENSDARG00000014101	pyroxd2	ZDB-GENE-050506-147	pyroxd2	553066	protein_coding
ENSDARG00000102643	chmp1a	ZDB-GENE-040426-1474	chmp1a	393535	protein_coding
ENSDARG00000062096	pm20d1.2	ZDB-GENE-061013-637	pm20d1.2	768158	protein_coding
ENSDARG00000012944	myhz2	ZDB-GENE-020604-1	myhz2	246275	protein_coding
ENSDARG00000025949	irak1	ZDB-GENE-071116-5	irak1	569226	protein_coding
ENSDARG00000071460	si:ch211-234p6.5	ZDB-GENE-060503-692	si:ch211-234p6.5	101883353	protein_coding
ENSDARG00000101561	dbt	ZDB-GENE-050320-85	dbt	541388	protein_coding
ENSDARG00000071456	crp7	ZDB-GENE-070822-13	crp7	100124600	protein_coding
ENSDARG00000015876	npas1	ZDB-GENE-060503-934	npas1	559419	protein_coding
ENSDARG00000103589	gata6	ZDB-GENE-000622-1	gata6	58076	protein_coding
ENSDARG00000097763	CT573392.1				lncRNA
ENSDARG00000044034	tmem86a	ZDB-GENE-050320-81	tmem86a	541385	protein_coding
ENSDARG00000053101	prpf38b	ZDB-GENE-040426-2878	prpf38b	406810	protein_coding
ENSDARG00000063158	SLC24A2		LOC100332770	100332770	protein_coding
ENSDARG00000007916	xpnpep3	ZDB-GENE-040426-2076	xpnpep3	573360	protein_coding
ENSDARG00000063631	VIT	ZDB-GENE-050208-114	si:ch1073-291c23.1	497398	protein_coding
ENSDARG00000009922	dmbx1a	ZDB-GENE-020117-1	dmbx1a	142987	protein_coding
ENSDARG00000077037	txlna	ZDB-GENE-030131-2900	txlna	324180	protein_coding
ENSDARG00000038955	pimr68	ZDB-GENE-070912-431			protein_coding
ENSDARG00000018004	nkx2.5	ZDB-GENE-980526-321	nkx2.5	30696	protein_coding
ENSDARG00000019304	phactr3b	ZDB-GENE-050522-156	phactr3b	553558	protein_coding
ENSDARG00000104413	rogdi	ZDB-GENE-030131-7582	rogdi	335642	protein_coding
ENSDARG00000004726	trappc11	ZDB-GENE-030131-1723	trappc11	323003	protein_coding
ENSDARG00000086620	gckr	ZDB-GENE-110411-248			protein_coding
ENSDARG00000021595	lhfpl3	ZDB-GENE-040801-180	lhfpl3	445050	protein_coding
ENSDARG00000002467	rdh14b	ZDB-GENE-030131-6605	rdh14b	334665	protein_coding
ENSDARG00000043004	si:dkeyp-117h8.4	ZDB-GENE-030804-4	si:dkeyp-117h8.4	572032	protein_coding
ENSDARG00000045565	noc4l	ZDB-GENE-050522-98	noc4l	554096	protein_coding
ENSDARG00000060788	lrrc14b	ZDB-GENE-060503-910	lrrc14b	566643	protein_coding
ENSDARG00000078500	dap3	ZDB-GENE-051129-2	dap3	559007	protein_coding
ENSDARG00000021195	st8sia6	ZDB-GENE-060322-9	st8sia6	553212	protein_coding
ENSDARG00000015292	ube2g1a	ZDB-GENE-030131-6065	ube2g1a	334133	protein_coding
ENSDARG00000104307	hoxa1a	ZDB-GENE-000823-5	hoxa1a	58051	protein_coding
ENSDARG00000008278	rcor2	ZDB-GENE-040426-1812	rcor2	402934	protein_coding
ENSDARG00000096039	BX784029.1				lncRNA
ENSDARG00000019438	rnf13	ZDB-GENE-040426-772	rnf13	793981	protein_coding
ENSDARG00000096839	CU929322.1				lncRNA
ENSDARG00000071017	nt5e	ZDB-GENE-040426-1261	nt5e	393906	protein_coding
ENSDARG00000018817	bdnf	ZDB-GENE-000412-1	bdnf	58118	protein_coding
ENSDARG00000095058	CT025776.1				lncRNA
ENSDARG00000092398	BX936320.1		LOC101886778	101886778	lncRNA
ENSDARG00000052330	slc4a2b	ZDB-GENE-030429-14	slc4a2b	570716	protein_coding
ENSDARG00000063690	nrm	ZDB-GENE-060503-445	nrm	570027	protein_coding
ENSDARG00000061560	stim1b	ZDB-GENE-060531-4	stim1b	100005700	protein_coding
ENSDARG00000099900	twnk	ZDB-GENE-030131-5569	twnk	100330448	protein_coding
ENSDARG00000096153	si:dkey-21h14.9	ZDB-GENE-110915-1	si:dkey-21h14.9	100149673	protein_coding
ENSDARG00000043485	si:ch211-22i13.2	ZDB-GENE-041014-143	si:ch211-22i13.2	553945	protein_coding
ENSDARG00000093485	BX571701.3				lncRNA
ENSDARG00000036456	anxa4	ZDB-GENE-030707-1	anxa4	353362	protein_coding
ENSDARG00000101330	CR382300.4				lncRNA
ENSDARG00000097666	CU076099.2				lncRNA
ENSDARG00000008697	epas1a	ZDB-GENE-030131-4490	epas1a	566886	protein_coding
ENSDARG00000067848	nmrk2	ZDB-GENE-040912-44	nmrk2	447879	protein_coding
ENSDARG00000027310	lsp1a	ZDB-GENE-131127-171	lsp1a	100536902	protein_coding
ENSDARG00000074869	si:ch1073-291c23.2	ZDB-GENE-081107-2	si:ch1073-291c23.2	799862	protein_coding
ENSDARG00000020771	tnr	ZDB-GENE-030804-1	tnr	369191	protein_coding
ENSDARG00000045983	zbtb43	ZDB-GENE-060526-378	zbtb43	557590	protein_coding
ENSDARG00000091609	spink4	ZDB-GENE-130821-1	spink4	100331208	protein_coding
ENSDARG00000005078	eif4e3	ZDB-GENE-040912-156	eif4e3	447850	protein_coding
ENSDARG00000077567	angel1	ZDB-GENE-111020-12	angel1	569547	protein_coding
ENSDARG00000076334	mrpl43	ZDB-GENE-040718-125	mrpl43	436701	protein_coding
ENSDARG00000030537	psmc1a	ZDB-GENE-030131-8730	psmc1a	336786	protein_coding
ENSDARG00000100087	evx1	ZDB-GENE-980526-364	evx1	30499	protein_coding
ENSDARG00000045562	pus1	ZDB-GENE-041212-26	pus1	494060	protein_coding
ENSDARG00000052703	cisd2	ZDB-GENE-040426-1381	cisd2	393354	protein_coding
ENSDARG00000071251	ppp1r18	ZDB-GENE-060503-350	ppp1r18	570052	protein_coding
ENSDARG00000095945	CR936359.1				lncRNA
ENSDARG00000097379	CR936416.1				lncRNA
ENSDARG00000093272	igic1s1	ZDB-GENE-051013-12			protein_coding
ENSDARG00000037528	si:ch211-191a24.4	ZDB-GENE-030131-4489	si:ch211-191a24.4	100150331	protein_coding
ENSDARG00000041080	thap3	ZDB-GENE-050327-4	thap3	541481	protein_coding
ENSDARG00000044809	fpgs	ZDB-GENE-040426-2781	fpgs	406746	protein_coding
ENSDARG00000003090	or103-4	ZDB-GENE-000329-12	or103-4	58121	protein_coding
ENSDARG00000018281	cfap161	ZDB-GENE-050417-296	cfap161	550471	protein_coding
ENSDARG00000102846	trmt13	ZDB-GENE-050327-19	trmt13	541496	protein_coding
ENSDARG00000095950	BX465868.1				lncRNA
ENSDARG00000098868	XPO5	ZDB-GENE-081107-24	xpo5	558662	protein_coding
ENSDARG00000053200	dis3l	ZDB-GENE-070209-95	dis3l	560362	protein_coding
ENSDARG00000017107	nr2e1	ZDB-GENE-040801-127	nr2e1	445214	protein_coding
ENSDARG00000004789	lrp1ba	ZDB-GENE-050208-608	lrp1ba	565136	protein_coding
ENSDARG00000069415	col17a1a	ZDB-GENE-090313-107	col17a1a	557257	protein_coding
ENSDARG00000004840	rassf1	ZDB-GENE-040912-14	rassf1	447811	protein_coding
ENSDARG00000097224	prr33	ZDB-GENE-030131-5326	prr33	101886780	protein_coding
ENSDARG00000092218	or103-3	ZDB-GENE-070806-51	or103-3	100148313	protein_coding
ENSDARG00000090949	dlg5b.1	ZDB-GENE-120206-4	dlg5b.1	101883945	protein_coding
ENSDARG00000078127	neurl4	ZDB-GENE-100318-4	neurl4	555331	protein_coding
ENSDARG00000100508	ubn2b	ZDB-GENE-060503-768	ubn2b	561642	protein_coding
ENSDARG00000078859	g0s2	ZDB-GENE-081022-103	g0s2	568476	protein_coding
ENSDARG00000096607	CR626902.1				lncRNA
ENSDARG00000095200	si:ch211-197e7.1	ZDB-GENE-081103-26	si:ch211-197e7.1	100331576	protein_coding
ENSDARG00000105176	zgc:174890	ZDB-GENE-030131-6213	zgc:174890	792547	protein_coding
ENSDARG00000020134	sipa1l1	ZDB-GENE-030131-9909	sipa1l1	562521	protein_coding
ENSDARG00000087659	si:ch211-219a15.3	ZDB-GENE-060503-214	si:ch211-219a15.3	563077	protein_coding
ENSDARG00000105013	hoxa9a	ZDB-GENE-000823-1	hoxa9a	58047	protein_coding
ENSDARG00000078169	cacna2d2b	ZDB-GENE-060503-99	cacna2d2b	568759	protein_coding
ENSDARG00000002732	spon2b	ZDB-GENE-990415-161	spon2b	30202	protein_coding
ENSDARG00000073743	slc25a37	ZDB-GENE-031118-202	slc25a37	387000	protein_coding
ENSDARG00000096788	CR352243.1				lncRNA
ENSDARG00000036065	mgat1b	ZDB-GENE-061103-589	mgat1b	558524	protein_coding
ENSDARG00000104815	lmx1ba	ZDB-GENE-050114-3	lmx1ba	554361	protein_coding
ENSDARG00000021033	herpud2	ZDB-GENE-040426-868	herpud2	393157	protein_coding
ENSDARG00000061348	adat1	ZDB-GENE-070410-64	adat1	792614	protein_coding
ENSDARG00000030803	C10H21orf91	ZDB-GENE-050522-119	zgc:110006	553573	protein_coding
ENSDARG00000075517	si:ch211-120k19.1	ZDB-GENE-100922-282	si:ch211-120k19.1	563199	protein_coding
ENSDARG00000102555	si:dkey-33i11.9	ZDB-GENE-060503-262	si:dkey-33i11.9	569467	protein_coding
ENSDARG00000100256	si:dkey-88e18.8	ZDB-GENE-141216-191	si:dkey-88e18.8	101882084	protein_coding
ENSDARG00000016375	asns	ZDB-GENE-040426-1091	asns	394138	protein_coding
ENSDARG00000060068	fam98b	ZDB-GENE-061201-63	fam98b	780841	protein_coding
ENSDARG00000014239	esyt1b	ZDB-GENE-040724-209	esyt1b	571083	protein_coding
ENSDARG00000004517	ppat	ZDB-GENE-041210-323	ppat	572027	protein_coding
ENSDARG00000055889	zgc:153215	ZDB-GENE-061103-58	zgc:153215	777631	protein_coding
ENSDARG00000054170	ltb4r2b	ZDB-GENE-070912-658	ltb4r2b	100537296	protein_coding
ENSDARG00000097204	BX000524.1				lncRNA
ENSDARG00000036136	tipin	ZDB-GENE-040801-189	tipin	445058	protein_coding
ENSDARG00000097830	CR848825.1				lncRNA
ENSDARG00000090557	MFAP4	ZDB-GENE-121214-133	LOC100007488	100007488	protein_coding
ENSDARG00000105455	si:dkey-10h3.7	ZDB-GENE-160113-56			protein_coding
ENSDARG00000037018	gab1	ZDB-GENE-040426-2674	gab1	406666	protein_coding
ENSDARG00000104181	tmsb1	ZDB-GENE-030131-8575	tmsb1	798430	protein_coding
ENSDARG00000097985	BX571712.2				lncRNA
ENSDARG00000030012	lrrfip1a	ZDB-GENE-030131-99	lrrfip1a	407677	protein_coding
ENSDARG00000063145	tfam	ZDB-GENE-061013-552	tfam	571106	protein_coding
ENSDARG00000009612	chia.3	ZDB-GENE-040426-2891	chia.3	406819	protein_coding
ENSDARG00000099365	evx1	ZDB-GENE-980526-364			protein_coding
ENSDARG00000001785	irx2a	ZDB-GENE-040426-1446	irx2a	394032	protein_coding
ENSDARG00000096918	AL954322.1				lncRNA
ENSDARG00000070567	cadpsb	ZDB-GENE-110621-2	cadpsb	100001129	protein_coding
ENSDARG00000036816	pou2f2a	ZDB-GENE-060310-2	LOC100537384	100537384	protein_coding
ENSDARG00000008790	actr3b	ZDB-GENE-070424-10	actr3b	100038776	protein_coding
ENSDARG00000076752	tmem67	ZDB-GENE-080716-1	tmem67	572194	protein_coding
ENSDARG00000074034	si:dkey-91i10.2	ZDB-GENE-050208-441	si:dkey-91i10.2	555224	protein_coding
ENSDARG00000096463	si:dkeyp-82h4.1	ZDB-GENE-120709-49			protein_coding
ENSDARG00000095068	si:dkey-10h3.3	ZDB-GENE-060503-236			protein_coding
ENSDARG00000071465	lrrc39	ZDB-GENE-050417-279	lrrc39	550456	protein_coding
ENSDARG00000029533	rpl18	ZDB-GENE-040801-165	rpl18	445038	protein_coding
ENSDARG00000090764	bcas3	ZDB-GENE-040426-1257	bcas3	393594	protein_coding
ENSDARG00000022648	otud3	ZDB-GENE-040426-2509	otud3	405858	protein_coding
ENSDARG00000100358	CR382300.2				protein_coding
ENSDARG00000041449	spred1	ZDB-GENE-040426-2338	spred1	406513	protein_coding
ENSDARG00000009870	mapk8b	ZDB-GENE-010202-1	mapk8b	65236	protein_coding
ENSDARG00000092378	BX571809.1				lncRNA
ENSDARG00000098798	CR382300.1				pseudogene
ENSDARG00000068731	rxfp2l	ZDB-GENE-060531-8	rxfp2l	558546	protein_coding
ENSDARG00000025340	tusc2b	ZDB-GENE-040718-99	tusc2b	436675	protein_coding
ENSDARG00000041007	AL845428.1		LOC101883115	101883115	lncRNA
ENSDARG00000001776	stim2b	ZDB-GENE-120404-3	stim2b	563901	protein_coding
ENSDARG00000101445	klhl7	ZDB-GENE-130212-1	klhl7	393851	protein_coding
ENSDARG00000019457	tfe3b	ZDB-GENE-010919-3	tfe3b	564996	protein_coding
ENSDARG00000052388	pcgf5b	ZDB-GENE-060512-34	pcgf5b	692252	protein_coding
ENSDARG00000103110	FP089536.1				lncRNA
ENSDARG00000102062	si:dkeyp-82h4.3	ZDB-GENE-120709-17			protein_coding
ENSDARG00000078280	nkx3-1	ZDB-GENE-081104-238	nkx3-1	555375	protein_coding
ENSDARG00000058673	nkl.1	ZDB-GENE-131121-525	nkl.2	106144554	protein_coding
ENSDARG00000093100	tmprss12	ZDB-GENE-090313-370			protein_coding
ENSDARG00000090116	znf1136	ZDB-GENE-120709-10	znf1136	100329287	protein_coding
ENSDARG00000103862	hoxa4a	ZDB-GENE-000823-3	hoxa4a	58050	protein_coding
ENSDARG00000102464	wnt5b	ZDB-GENE-980526-87	wnt5b	30105	protein_coding
ENSDARG00000105194	AL929105.1				lncRNA
ENSDARG00000094889	cplx4c	ZDB-GENE-101018-1	LOC108180184	108180184	protein_coding
ENSDARG00000014311	pgghg	ZDB-GENE-061103-319	pgghg	777617	protein_coding
ENSDARG00000100605	FP016142.4				lncRNA
ENSDARG00000095149	znf1062	ZDB-GENE-120709-37			protein_coding
ENSDARG00000092125	CU468041.1				lncRNA
ENSDARG00000095654	tns3.1	ZDB-GENE-081030-22			protein_coding
ENSDARG00000014898	ncbp2	ZDB-GENE-020419-31	ncbp2	192325	protein_coding
ENSDARG00000056801	sufu	ZDB-GENE-030131-6223	sufu	100001615	protein_coding
ENSDARG00000094498	CR376762.1				lncRNA
ENSDARG00000098153	lhfpl2b	ZDB-GENE-050417-10	lhfpl2b	550224	protein_coding
ENSDARG00000087301	crygm2d14	ZDB-GENE-070822-20	crygm2d14	797707	protein_coding
ENSDARG00000092714	si:ch211-266a5.12	ZDB-GENE-081104-210	si:ch211-266a5.12	557488	protein_coding
ENSDARG00000112103	si:dkey-16p19.1	ZDB-GENE-120709-3	zgc:173721	570343	protein_coding
ENSDARG00000019362	ptbp1a	ZDB-GENE-050522-492	ptbp1a	323490	protein_coding
ENSDARG00000070497	bicc1b	ZDB-GENE-080522-3	bicc1b	571411	protein_coding
ENSDARG00000086613	si:dkey-266f7.10	ZDB-GENE-120215-242	LOC110438134	110438134	protein_coding
ENSDARG00000035161	pkdcca	ZDB-GENE-081107-30	pkdcca	559418	protein_coding
ENSDARG00000105592	CR936442.1				lncRNA
ENSDARG00000091252	slc22a7b.2	ZDB-GENE-030131-9391	slc22a7b.2	100001838	protein_coding
ENSDARG00000095943	BX324207.1				lncRNA
ENSDARG00000058365	hspb8	ZDB-GENE-030131-2480	hspb8	791580	protein_coding
ENSDARG00000069715	foxi2	ZDB-GENE-031126-2	foxi2	387256	protein_coding
ENSDARG00000096462	BX571664.1				lncRNA
ENSDARG00000018494	smn1	ZDB-GENE-990715-16	smn1	30432	protein_coding
ENSDARG00000034165	lingo1a	ZDB-GENE-080327-16	lingo1a	564943	protein_coding
ENSDARG00000046002	necap2	ZDB-GENE-050522-67	necap2	553536	protein_coding
ENSDARG00000028213	ttn.2	ZDB-GENE-030113-2	ttn.2	317731	protein_coding
ENSDARG00000062350	synm	ZDB-GENE-050419-81	synm	558800	protein_coding
ENSDARG00000076790	crygm2d16	ZDB-GENE-071004-53	crygm2d16	798701	protein_coding
ENSDARG00000101032	iqcb1	ZDB-GENE-041212-47	iqcb1	494079	protein_coding
ENSDARG00000028982	pcca	ZDB-GENE-040718-246	pcca	437019	protein_coding
ENSDARG00000002332	frmd6	ZDB-GENE-050522-354	frmd6	321937	protein_coding
ENSDARG00000093656	si:dkeyp-2e4.6	ZDB-GENE-061009-50	si:dkeyp-2e4.6	100002333	protein_coding
ENSDARG00000045801	fbxl14b	ZDB-GENE-030131-3556	fbxl14b	324835	protein_coding
ENSDARG00000096250	CT573429.2				lncRNA
ENSDARG00000009738	cacnb4a	ZDB-GENE-080320-2	cacnb4a	562422	protein_coding
ENSDARG00000111761	igl3v4	ZDB-GENE-060503-598			protein_coding
ENSDARG00000062874	hcar1-3	ZDB-GENE-081107-48	hcar1-3	100148539	protein_coding
