Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00019497	K07E8.6	187114	protein_coding
WBGene00019498	K07E8.7	173456	protein_coding
WBGene00019501	K07E12.2	187117	protein_coding
WBGene00019502	K07G6.1	187124	protein_coding
WBGene00019503	tbce-1	177624	protein_coding
WBGene00019504	K07H8.2	177623	protein_coding
WBGene00019506	K07H8.5	187126	protein_coding
WBGene00019507	K07H8.7	187127	protein_coding
WBGene00019508	K07H8.8	187128	protein_coding
WBGene00019509	K07H8.9	177620	protein_coding
WBGene00019510	nucl-1	177621	protein_coding
WBGene00019511	lido-8	173645	protein_coding
WBGene00019512	K08A2.2	173644	protein_coding
WBGene00019513	lido-7	173643	protein_coding
WBGene00019514	cpg-20	177371	protein_coding
WBGene00019515	ugt-19	187129	protein_coding
WBGene00019516	ugt-20	187130	protein_coding
WBGene00019517	WBGene00019517		pseudogene
WBGene00019518	K08B5.1	187132	protein_coding
WBGene00019519	K08B5.2	187133	protein_coding
WBGene00019520	K08B12.1	179014	protein_coding
WBGene00019521	dmd-7	179012	protein_coding
WBGene00019522	K08B12.3	187136	protein_coding
WBGene00019524	K08D9.2	187146	protein_coding
WBGene00019525	K08D9.4	187147	protein_coding
WBGene00019526	WBGene00019526		pseudogene
WBGene00019527	K08D9.6	178760	protein_coding
WBGene00019529	WBGene00019529		pseudogene
WBGene00019530	scrm-8	187152	protein_coding
WBGene00019531	scrm-5	177180	protein_coding
WBGene00019532	WBGene00019532		pseudogene
WBGene00019533	K08D10.10	187154	protein_coding
WBGene00019534	K08D10.11	187155	protein_coding
WBGene00019535	tsen-34	259566	protein_coding
WBGene00019536	rpi-2	187156	protein_coding
WBGene00019537	K08D12.3	176979	protein_coding
WBGene00019538	K08D12.4	187157	protein_coding
WBGene00019540	K08D12.6	176980	protein_coding
WBGene00019541	K08F11.1	187169	protein_coding
WBGene00019543	cif-1	177236	protein_coding
WBGene00019544	miro-1	177238	protein_coding
WBGene00019545	K09B3.1	187188	protein_coding
WBGene00019546	glct-6	4363062	protein_coding
WBGene00019547	K09C4.1	180621	protein_coding
WBGene00019548	K09C4.2	187193	protein_coding
WBGene00019549	K09C4.4	187194	protein_coding
WBGene00019550	K09C4.5	187195	protein_coding
WBGene00019552	K09C4.7	187196	protein_coding
WBGene00019553	K09C4.9	187198	protein_coding
WBGene00019554	K09C4.10	180620	protein_coding
WBGene00019556	K09C6.2	187199	protein_coding
WBGene00019557	K09C6.3	187200	protein_coding
WBGene00019558	srbc-12	187201	protein_coding
WBGene00019559	srbc-13	187202	protein_coding
WBGene00019560	WBGene00019560		pseudogene
WBGene00019561	K09C6.7	178589	protein_coding
WBGene00019562	K09C6.8	178590	protein_coding
WBGene00019563	K09C6.9	187204	protein_coding
WBGene00019564	K09D9.1	187208	protein_coding
WBGene00019565	cyp-35A3	187209	protein_coding
WBGene00019566	K09D9.3	187210	protein_coding
WBGene00019567	K09D9.9	187211	protein_coding
WBGene00019568	WBGene00019568		pseudogene
WBGene00019569	WBGene00019569		pseudogene
WBGene00019570	K09E2.1	187215	protein_coding
WBGene00019571	K09E2.2	187216	protein_coding
WBGene00019572	K09E2.3	187217	protein_coding
WBGene00019574	K09E3.2	187219	protein_coding
WBGene00019575	WBGene00019575		pseudogene
WBGene00019576	lido-5	187221	protein_coding
WBGene00019577	lido-6	187222	protein_coding
WBGene00019578	K09E3.7	187223	protein_coding
WBGene00019579	oac-57	187224	protein_coding
WBGene00019580	oac-58	187225	protein_coding
WBGene00019582	K09F5.1	187227	protein_coding
WBGene00019583	K09F5.4	42101347	protein_coding
WBGene00019584	set-12	187229	protein_coding
WBGene00019586	K09F6.3	173583	protein_coding
WBGene00019587	WBGene00019587		pseudogene
WBGene00019588	WBGene00019588		pseudogene
WBGene00019589	K09F6.6	173584	protein_coding
WBGene00019590	K09F6.7	187234	protein_coding
WBGene00019591	fbxc-25	187235	protein_coding
WBGene00019592	K09F6.9	54162170	protein_coding
WBGene00019593	K09F6.10	173586	protein_coding
WBGene00019594	K09H9.1	187238	protein_coding
WBGene00019595	dscc-1	171887	protein_coding
WBGene00019597	K09H9.5	187241	protein_coding
WBGene00019598	K09H9.7	187242	protein_coding
WBGene00019599	acds-10	178962	protein_coding
WBGene00019600	rga-3	178961	protein_coding
WBGene00019601	K09H11.4	187244	protein_coding
WBGene00019603	K09H11.6	187246	protein_coding
WBGene00019604	pgph-1	178963	protein_coding
WBGene00019605	ctsa-4.1	174057	protein_coding
WBGene00019606	clec-88	174056	protein_coding
WBGene00019607	K10B2.4	174054	protein_coding
WBGene00019608	ani-2	174055	protein_coding
WBGene00019609	K10B3.1	187247	protein_coding
WBGene00019611	K10B3.5	180599	protein_coding
WBGene00019612	gpcp-1	180600	protein_coding
WBGene00019613	K10B4.1	187249	protein_coding
WBGene00019614	srt-54	187250	protein_coding
WBGene00019615	K10B4.3	173397	protein_coding
WBGene00019616	nmur-2	173398	protein_coding
WBGene00019617	ctsa-2	180915	protein_coding
WBGene00019618	K10C2.2	187252	protein_coding
WBGene00019619	asp-14	180917	protein_coding
WBGene00019620	fah-1	180918	protein_coding
WBGene00019621	K10C2.6	187254	protein_coding
WBGene00019622	K10C2.7	180916	protein_coding
WBGene00019623	K10C9.1	187259	protein_coding
WBGene00019624	rnst-2	190096	protein_coding
WBGene00019625	K10C9.4	187260	protein_coding
WBGene00019626	K10C9.7	187261	protein_coding
WBGene00019627	hira-1	175709	protein_coding
WBGene00019628	pup-2	175708	protein_coding
WBGene00019629	cid-1	175707	protein_coding
WBGene00019630	emb-1	187262	protein_coding
WBGene00019631	K10D2.5	175706	protein_coding
WBGene00019633	K10D2.7	187263	protein_coding
WBGene00019636	gsto-3	175196	protein_coding
WBGene00019638	WBGene00019638		pseudogene
WBGene00019639	K10F12.7	3564780	protein_coding
WBGene00019640	dos-2	187282	protein_coding
WBGene00019641	cank-26	173739	protein_coding
WBGene00019642	K11C4.1	179078	protein_coding
WBGene00019643	K11C4.2	187288	protein_coding
WBGene00019644	cpt-4	178889	protein_coding
WBGene00019645	swt-7	178890	protein_coding
WBGene00019646	K11D12.6	187293	protein_coding
WBGene00019647	K11D12.7	178891	protein_coding
WBGene00019648	K11D12.8	187294	protein_coding
WBGene00019649	exc-14	178892	protein_coding
WBGene00019650	K11D12.11	260212	protein_coding
WBGene00019651	K11D12.12	259619	protein_coding
WBGene00019652	cest-34	179057	protein_coding
WBGene00019653	cest-31	187304	protein_coding
WBGene00019654	cest-28	187305	protein_coding
WBGene00019655	K11G9.5	179059	protein_coding
WBGene00019656	slc-25A10	180940	protein_coding
WBGene00019657	K11G12.6	180941	protein_coding
WBGene00019658	K11H12.1	176890	protein_coding
WBGene00019659	K11H12.3	187311	protein_coding
WBGene00019660	K11H12.4	176894	protein_coding
WBGene00019661	K11H12.5	187312	protein_coding
WBGene00019662	K11H12.6	187313	protein_coding
WBGene00019663	K11H12.7	176893	protein_coding
WBGene00019664	K11H12.8	176892	protein_coding
WBGene00019665	K11H12.9	176889	protein_coding
WBGene00019666	sago-1	179016	protein_coding
WBGene00019667	spe-49	187315	protein_coding
WBGene00019668	fil-2	187316	protein_coding
WBGene00019669	K12B6.4	187317	protein_coding
WBGene00019672	WBGene00019672		pseudogene
WBGene00019673	K12C11.1	171704	protein_coding
WBGene00019674	K12C11.3	187321	protein_coding
WBGene00019675	K12D9.1	187323	protein_coding
WBGene00019676	WBGene00019676		pseudogene
WBGene00019677	K12H4.2	176135	protein_coding
WBGene00019678	K12H4.3	176134	protein_coding
WBGene00019679	spcs-3	176133	protein_coding
WBGene00019680	K12H4.5	187337	protein_coding
WBGene00019681	K12H4.6	187338	protein_coding
WBGene00019682	K12H4.7	176136	protein_coding
WBGene00019683	K12H6.2	187341	protein_coding
WBGene00019684	K12H6.4	187343	protein_coding
WBGene00019685	K12H6.5	187344	protein_coding
WBGene00019686	K12H6.6	173629	protein_coding
WBGene00019687	K12H6.7	187345	protein_coding
WBGene00019688	K12H6.8	187346	protein_coding
WBGene00019689	K12H6.9	173627	protein_coding
WBGene00019690	set-13	173626	protein_coding
WBGene00019691	K12H6.12	187348	protein_coding
WBGene00019692	fubl-4	187350	protein_coding
WBGene00019693	ostd-1	172208	protein_coding
WBGene00019697	M01B12.4	3565638	protein_coding
WBGene00019698	riok-1	171883	protein_coding
WBGene00019699	math-34	173482	protein_coding
WBGene00019700	btb-11	173481	protein_coding
WBGene00019702	fbxb-39	187366	protein_coding
WBGene00019703	fbxb-41	173484	protein_coding
WBGene00019704	fbxb-40	173487	protein_coding
WBGene00019705	fbxb-45	173485	protein_coding
WBGene00019706	WBGene00019706		pseudogene
WBGene00019709	M01E10.3	187371	protein_coding
WBGene00019710	M01E11.1	187374	protein_coding
WBGene00019711	ctnb-1	172214	protein_coding
WBGene00019712	rmh-1	172212	protein_coding
WBGene00019713	pqn-52	172210	protein_coding
WBGene00019714	WBGene00019714		pseudogene
WBGene00019715	M01G5.1	187377	protein_coding
WBGene00019716	M01G5.3	175305	protein_coding
WBGene00019717	trx-3	187389	protein_coding
WBGene00019718	M01H9.2	187390	protein_coding
WBGene00019719	M01H9.3	177215	protein_coding
WBGene00019720	M01H9.4	187391	protein_coding
WBGene00019721	M01H9.5	259568	protein_coding
WBGene00019722	M02A10.1	187392	protein_coding
WBGene00019723	fbxc-47	187396	protein_coding
WBGene00019724	M02B7.2	187397	protein_coding
WBGene00019725	algn-14	187398	protein_coding
WBGene00019726	bris-1	177142	protein_coding
WBGene00019727	zig-12	181123	protein_coding
WBGene00019728	M02D8.2	187399	protein_coding
WBGene00019729	M02D8.3	181120	protein_coding
WBGene00019730	asns-2	181121	protein_coding
WBGene00019731	M02D8.5	181122	protein_coding
WBGene00019732	M02D8.6	259718	protein_coding
WBGene00019733	M02E1.1	180389	protein_coding
WBGene00019734	nlp-64	180387	protein_coding
WBGene00019735	M02F4.1	187400	protein_coding
WBGene00019736	M02F4.2	187401	protein_coding
WBGene00019738	clec-265	180590	protein_coding
WBGene00019739	WBGene00019739		pseudogene
WBGene00019740	srt-31	187407	protein_coding
WBGene00019741	nhr-201	187408	protein_coding
WBGene00019742	nhr-202	187409	protein_coding
WBGene00019743	nhr-203	187410	protein_coding
WBGene00019744	M02H5.8	187412	protein_coding
WBGene00019745	srbc-57	187413	protein_coding
WBGene00019746	M03A1.3	173791	protein_coding
WBGene00019747	ipla-1	173795	protein_coding
WBGene00019748	atg-2	180949	protein_coding
WBGene00019749	M03A8.3	187416	protein_coding
WBGene00019750	M03D4.3	187421	protein_coding
WBGene00019751	M03D4.4	177375	protein_coding
WBGene00019753	M03E7.1	187422	protein_coding
WBGene00019754	M03E7.2	178948	protein_coding
WBGene00019755	M03E7.3	187423	protein_coding
WBGene00019756	M03E7.4	187424	protein_coding
WBGene00019757	memb-2	187425	protein_coding
WBGene00019758	M03F4.4	187428	protein_coding
WBGene00019759	M03F4.6	180768	protein_coding
WBGene00019760	calu-1	180769	protein_coding
WBGene00019761	M03F8.1	187429	protein_coding
WBGene00019762	syf-3	178979	protein_coding
WBGene00019763	galt-1	187430	protein_coding
WBGene00019764	M03F8.5	187431	protein_coding
WBGene00019765	M03F8.6	187432	protein_coding
WBGene00019766	M4.1	187433	protein_coding
WBGene00019767	rpa-2	172092	protein_coding
WBGene00019768	WBGene00019768		pseudogene
WBGene00019769	kin-35	172091	protein_coding
WBGene00019770	M04F3.4	187448	protein_coding
WBGene00019771	M04F3.5	172093	protein_coding
WBGene00019772	M04G7.1	176875	protein_coding
WBGene00019773	M04G7.2	187449	protein_coding
WBGene00019774	M04G7.3	176876	protein_coding
WBGene00019776	M6.4	187455	protein_coding
WBGene00019777	M57.1	177114	protein_coding
WBGene00019778	M57.2	177113	protein_coding
WBGene00019779	endu-2	181079	protein_coding
WBGene00019780	M60.4	187465	protein_coding
WBGene00019781	M60.6	181080	protein_coding
WBGene00019782	M60.7	187467	protein_coding
WBGene00019783	M70.1	177014	protein_coding
WBGene00019784	M70.2	187468	protein_coding
WBGene00019785	M70.3	177013	protein_coding
WBGene00019786	M70.4	177015	protein_coding
WBGene00019787	M70.5	187469	protein_coding
WBGene00019788	M116.1	177641	protein_coding
WBGene00019789	WBGene00019789		pseudogene
WBGene00019791	sdz-25	177640	protein_coding
WBGene00019792	M116.5	177642	protein_coding
WBGene00019793	M151.1	173708	protein_coding
WBGene00019794	M151.2	187479	protein_coding
WBGene00019795	M151.3	187480	protein_coding
WBGene00019796	WBGene00019796		pseudogene
WBGene00019797	fbxb-31	187482	protein_coding
WBGene00019798	WBGene00019798		pseudogene
WBGene00019799	M151.7	173707	protein_coding
WBGene00019800	mtss-1	187502	protein_coding
WBGene00019801	aak-1	176230	protein_coding
WBGene00019803	PDB1.1	181016	protein_coding
WBGene00019804	R01B10.2	187503	protein_coding
WBGene00019805	R01B10.3	178991	protein_coding
WBGene00019806	pgap-3	187504	protein_coding
WBGene00019807	jamp-1	178993	protein_coding
WBGene00019808	seip-1	259621	protein_coding
WBGene00019809	R01H2.1	187508	protein_coding
WBGene00019810	R01H2.2	187509	protein_coding
WBGene00019811	egg-2	187510	protein_coding
WBGene00019812	R01H2.4	187511	protein_coding
WBGene00019813	ger-1	187512	protein_coding
WBGene00019814	R02C2.1	178550	protein_coding
WBGene00019815	kin-34	178552	protein_coding
WBGene00019816	nhr-204	187519	protein_coding
WBGene00019817	txt-2	178551	protein_coding
WBGene00019818	R02C2.7	259611	protein_coding
WBGene00019819	aass-1	176842	protein_coding
WBGene00019820	cogc-8	176841	protein_coding
WBGene00019821	gtf-2H1	176838	protein_coding
WBGene00019822	ints-13	176839	protein_coding
WBGene00019823	fnta-1	176840	protein_coding
WBGene00019824	R02D3.7	176844	protein_coding
WBGene00019825	R02D3.8	176845	protein_coding
WBGene00019826	R02E4.1	187524	protein_coding
WBGene00019827	mop-25.1	180685	protein_coding
WBGene00019828	R02E12.4	187525	protein_coding
WBGene00019829	R02E12.5	187526	protein_coding
WBGene00019830	hrg-1	180684	protein_coding
WBGene00019831	R02F2.1	175757	protein_coding
WBGene00019832	osg-1	175756	protein_coding
WBGene00019833	R02F2.4	175755	protein_coding
WBGene00019834	R02F2.5	187528	protein_coding
WBGene00019835	R02F2.6	187529	protein_coding
WBGene00019836	R02F2.7	175754	protein_coding
WBGene00019837	R02F2.8	187530	protein_coding
WBGene00019838	R02F2.9	259963	protein_coding
WBGene00019839	R02F11.1	178870	protein_coding
WBGene00019840	R02F11.2	187531	protein_coding
WBGene00019841	R02F11.3	178869	protein_coding
WBGene00019842	R02F11.4	178871	protein_coding
WBGene00019843	R03E9.2	187540	protein_coding
WBGene00019844	abts-4	180943	protein_coding
WBGene00019845	WBGene00019845		pseudogene
WBGene00019846	gpx-7	187542	protein_coding
WBGene00019847	R03G5.6	187543	protein_coding
WBGene00019849	oac-40	179279	protein_coding
WBGene00019850	srt-18	187550	protein_coding
WBGene00019851	oac-41	187551	protein_coding
WBGene00019853	WBGene00019853		pseudogene
WBGene00019854	R03H10.1	187555	protein_coding
WBGene00019855	R03H10.2	173751	protein_coding
WBGene00019856	R03H10.4	187556	protein_coding
WBGene00019857	R03H10.5	187557	protein_coding
WBGene00019858	R03H10.6	187558	protein_coding
WBGene00019859	R03H10.7	187559	protein_coding
WBGene00019861	R04A9.1	187562	protein_coding
WBGene00019862	nrde-3	180392	protein_coding
WBGene00019863	R04A9.3	187563	protein_coding
WBGene00019864	ceh-93	180394	protein_coding
WBGene00019865	R04A9.6	180395	protein_coding
WBGene00019866	R04B3.1	187565	protein_coding
WBGene00019867	R04B3.2	180550	protein_coding
WBGene00019868	R04B3.3	180551	protein_coding
WBGene00019869	cnnm-2	181129	protein_coding
WBGene00019870	R04E5.7	181126	protein_coding
WBGene00019871	R04E5.8	181127	protein_coding
WBGene00019872	R04E5.9	181128	protein_coding
WBGene00019873	arrd-26	187599	protein_coding
WBGene00019874	R05C11.2	187600	protein_coding
WBGene00019875	mca-2	177004	protein_coding
WBGene00019877	R05D3.2	176182	protein_coding
WBGene00019878	R05D3.3	187601	protein_coding
WBGene00019879	WBGene00019879		pseudogene
WBGene00019880	R05D3.6	176178	protein_coding
WBGene00019881	R05D3.8	187602	protein_coding
WBGene00019882	R05D3.9	176181	protein_coding
WBGene00019883	met-2	176183	protein_coding
WBGene00019884	R05D3.12	259522	protein_coding
WBGene00019885	R05D8.7	187608	protein_coding
WBGene00019886	R05D8.9	187609	protein_coding
WBGene00019887	R05D8.11	187610	protein_coding
WBGene00019888	btbd-10	173847	protein_coding
WBGene00019890	R05F9.6	173843	protein_coding
WBGene00019891	R05F9.7	187617	protein_coding
WBGene00019892	R05F9.9	173845	protein_coding
WBGene00019893	sgt-1	173846	protein_coding
WBGene00019894	R05F9.11	187618	protein_coding
WBGene00019895	aagr-2	173848	protein_coding
WBGene00019896	R05G6.1	187619	protein_coding
WBGene00019898	R05G6.4	177526	protein_coding
WBGene00019899	R05G6.5	187622	protein_coding
WBGene00019900	vdac-1	177524	protein_coding
WBGene00019901	R05G6.9	187624	protein_coding
WBGene00019902	R05G6.10	177527	protein_coding
WBGene00019903	R05G9.1	187625	protein_coding
WBGene00019904	twk-49	187626	protein_coding
WBGene00019905	R05G9.3	187627	protein_coding
WBGene00019906	R05G9R.1	24104792	protein_coding
WBGene00019907	R05H11.1	187631	protein_coding
WBGene00019908	R05H11.2	353418	protein_coding
WBGene00019909	R06A10.1	187633	protein_coding
WBGene00019911	R06A10.4	171688	protein_coding
WBGene00019912	WBGene00019912		pseudogene
WBGene00019913	WBGene00019913		pseudogene
WBGene00019914	clec-150	175261	protein_coding
WBGene00019915	tbc-10	3564790	protein_coding
WBGene00019916	R06B10.7	175260	protein_coding
WBGene00019917	clec-43	187664	protein_coding
WBGene00019918	fbxc-36	173475	protein_coding
WBGene00019919	R07C3.3	187665	protein_coding
WBGene00019920	acs-15	187666	protein_coding
WBGene00019921	fbxc-34	187667	protein_coding
WBGene00019922	fbxc-28	187668	protein_coding
WBGene00019923	fbxc-29	173474	protein_coding
WBGene00019924	fbxc-33	173473	protein_coding
WBGene00019925	fbxc-31	173472	protein_coding
WBGene00019926	fbxc-27	187669	protein_coding
WBGene00019927	fbxc-24	187670	protein_coding
WBGene00019928	WBGene00019928		pseudogene
WBGene00019929	R07C3.13	187672	protein_coding
WBGene00019930	WBGene00019930		pseudogene
WBGene00019931	R07C12.1	177179	protein_coding
WBGene00019932	WBGene00019932		pseudogene
WBGene00019933	R07C12.3	187674	protein_coding
WBGene00019934	WBGene00019934		pseudogene
WBGene00019935	R07E4.1	180863	protein_coding
WBGene00019937	R07E4.3	180862	protein_coding
WBGene00019938	R07E4.5	180861	protein_coding
WBGene00019939	lips-17	187683	protein_coding
WBGene00019940	npp-21	174232	protein_coding
WBGene00019941	pgam-5	174231	protein_coding
WBGene00019943	R07G3.7	187685	protein_coding
WBGene00019944	R07G3.8	174234	protein_coding
WBGene00019945	R08C7.1	187695	protein_coding
WBGene00019946	chat-1	177213	protein_coding
WBGene00019947	htz-1	177212	protein_coding
WBGene00019948	R08C7.4	187696	protein_coding
WBGene00019949	R08C7.5	177207	protein_coding
