Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000013401	unc5d	XB-GENE-922923	unc5d	100490873	protein_coding
ENSXETG00000021600	tmem259	XB-GENE-5753986	tmem259	779707	protein_coding
ENSXETG00000043152	ENSXETG00000043152				protein_coding
ENSXETG00000048863	ENSXETG00000048863				protein_coding
ENSXETG00000045514	ENSXETG00000045514				protein_coding
ENSXETG00000046989	ENSXETG00000046989				protein_coding
ENSXETG00000020262	cct8	XB-GENE-974316	cct8	493260	protein_coding
ENSXETG00000005751	rad23b	XB-GENE-984319	rad23b	594966	protein_coding
ENSXETG00000022458	glod4	XB-GENE-5787484	glod4	395001	protein_coding
ENSXETG00000018601	ufd1	XB-GENE-963687	ufd1	448516	protein_coding
ENSXETG00000042335	ENSXETG00000042335				protein_coding
ENSXETG00000046043	ENSXETG00000046043				protein_coding
ENSXETG00000025124	srrt	XB-GENE-5825634	srrt	549806	protein_coding
ENSXETG00000034322	abcc12	XB-GENE-6465370	abcc12	100493828	protein_coding
ENSXETG00000022938	isyna1	XB-GENE-969419	isyna1	100144940	protein_coding
ENSXETG00000038144	ENSXETG00000038144				protein_coding
ENSXETG00000031354	ENSXETG00000031354				protein_coding
ENSXETG00000008976	mdh2	XB-GENE-971714	mdh2	496892	protein_coding
ENSXETG00000048195	ENSXETG00000048195				protein_coding
ENSXETG00000016752	tspan16	XB-GENE-868326	tspan16	779893	protein_coding
ENSXETG00000014841	habp4	XB-GENE-490018	habp4	448009	protein_coding
ENSXETG00000038043	ENSXETG00000038043				protein_coding
ENSXETG00000042565	ENSXETG00000042565				protein_coding
ENSXETG00000021873	acer1	XB-GENE-991795	acer1	100127603	protein_coding
ENSXETG00000048346	ankrd31	XB-GENE-6464940	ankrd31	100492830	protein_coding
ENSXETG00000010736	vmp1	XB-GENE-1000954	vmp1	493262	protein_coding
ENSXETG00000038147	ENSXETG00000038147				protein_coding
ENSXETG00000021607	grin3b	XB-GENE-990106	grin3b	100497172	protein_coding
ENSXETG00000027327	oxt	XB-GENE-478274	oxt	100485685	protein_coding
ENSXETG00000046139	ENSXETG00000046139				protein_coding
ENSXETG00000039508	ENSXETG00000039508				protein_coding
ENSXETG00000020754	btnl8	XB-GENE-940230	lysmd2	733450	protein_coding
ENSXETG00000018788	mef2a	XB-GENE-487394	mef2a	100216045	protein_coding
ENSXETG00000037042	ENSXETG00000037042				protein_coding
ENSXETG00000049264	ENSXETG00000049264				protein_coding
ENSXETG00000038149	ENSXETG00000038149		sln	101730632	protein_coding
ENSXETG00000017139	sox13	XB-GENE-481889	sox13	549758	protein_coding
ENSXETG00000009516	anp32c	XB-GENE-991758	anp32c	395041	protein_coding
ENSXETG00000034910	fzd4	XB-GENE-478210	fzd4	100497693	protein_coding
ENSXETG00000046899	ENSXETG00000046899		LOC101734132	101734132	protein_coding
ENSXETG00000044209	ENSXETG00000044209				protein_coding
ENSXETG00000042052	ENSXETG00000042052				protein_coding
ENSXETG00000021612	wdr18	XB-GENE-5818068	wdr18	496904	protein_coding
ENSXETG00000009605	arrb1	XB-GENE-481578	arrb1	100486349	protein_coding
ENSXETG00000043236	avp	XB-GENE-478869	avp	100038191	protein_coding
ENSXETG00000022460	GEMIN4		gemin4	100379790	protein_coding
ENSXETG00000013352	gpd1	XB-GENE-1003323	gpd1	448519	protein_coding
ENSXETG00000039220	ENSXETG00000039220				protein_coding
ENSXETG00000036685	srrm1	XB-GENE-488888	srrm1	448115	protein_coding
ENSXETG00000042881	ENSXETG00000042881				protein_coding
ENSXETG00000023213	ell	XB-GENE-1013705	ell	100380194	protein_coding
ENSXETG00000039067	ENSXETG00000039067				protein_coding
ENSXETG00000039443	dmp1	XB-GENE-6458604	dmp1	100271748	protein_coding
ENSXETG00000044339	prss23	XB-GENE-944616	prss23	100127808	protein_coding
ENSXETG00000047309	ENSXETG00000047309				protein_coding
ENSXETG00000041542	ENSXETG00000041542				protein_coding
ENSXETG00000022923	sf3a3	XB-GENE-947674	sf3a3	549872	protein_coding
ENSXETG00000010735	tubd1	XB-GENE-488049	tubd1	448419	protein_coding
ENSXETG00000046727	ENSXETG00000046727				protein_coding
ENSXETG00000013194	riok2	XB-GENE-942399	riok2	549436	protein_coding
ENSXETG00000035906	ENSXETG00000035906				protein_coding
ENSXETG00000022464	tlcd3a	XB-GENE-965580	tlcd3a	548893	protein_coding
ENSXETG00000042683	ENSXETG00000042683				protein_coding
ENSXETG00000005739	klf4	XB-GENE-1015049	klf4	550034	protein_coding
ENSXETG00000002019	eps8l3	XB-GENE-982663	eps8l3	548426	protein_coding
ENSXETG00000019012	elmod3	XB-GENE-999400	elmod3	780099	protein_coding
ENSXETG00000043069	ndufb4	XB-GENE-6455426	ndufb4	549790	protein_coding
ENSXETG00000049304	ENSXETG00000049304				protein_coding
ENSXETG00000040329	ENSXETG00000040329				protein_coding
ENSXETG00000038105	tnfsf13b	XB-GENE-482353	tnfsf13b	101731546	protein_coding
ENSXETG00000037194	znf414	XB-GENE-1217501	znf414	100141501	protein_coding
ENSXETG00000005193	gramd2b	XB-GENE-490792	gramd2b	734025	protein_coding
ENSXETG00000021613	arid3a	XB-GENE-945264	arid3a	496519	protein_coding
ENSXETG00000020755	scg3	XB-GENE-966935	scg3	100125084	protein_coding
ENSXETG00000034818	ENSXETG00000034818				protein_coding
ENSXETG00000037978	ENSXETG00000037978				protein_coding
ENSXETG00000023205	fkbp8	XB-GENE-958351	fkbp8	100145724	protein_coding
ENSXETG00000040191	ENSXETG00000040191				protein_coding
ENSXETG00000016747	rgl3	XB-GENE-493046	rgl3	100485337	protein_coding
ENSXETG00000047524	ENSXETG00000047524				protein_coding
ENSXETG00000046857	fastkd5	XB-GENE-6258297	fastkd5	100485386	protein_coding
ENSXETG00000036517	ENSXETG00000036517				protein_coding
ENSXETG00000049238	ENSXETG00000049238				protein_coding
ENSXETG00000005084	hmgcr	XB-GENE-5840593	hmgcr	100380121	protein_coding
ENSXETG00000021073	bend4	XB-GENE-5763564	bend4	100145654	protein_coding
ENSXETG00000025254	CCDC60		ccdc60	101731791	protein_coding
ENSXETG00000013344	cers5	XB-GENE-852715	cers5	100101657	protein_coding
ENSXETG00000022465	rffl	XB-GENE-5739974	rffl	550050	protein_coding
ENSXETG00000047428	ENSXETG00000047428				protein_coding
ENSXETG00000021618	kiss1r		kiss1r	100316929	protein_coding
ENSXETG00000049216	ENSXETG00000049216		LOC101732927	101732927	protein_coding
ENSXETG00000023203	kxd1	XB-GENE-5898620	kxd1	779482	protein_coding
ENSXETG00000048091	ENSXETG00000048091				protein_coding
ENSXETG00000013196	lix1	XB-GENE-976693	lix1	100497418	protein_coding
ENSXETG00000002571	sowahc	XB-GENE-6040120	sowahc	100492838	protein_coding
ENSXETG00000034105	ENSXETG00000034105				protein_coding
ENSXETG00000005356	stab2	XB-GENE-491156	stab2	100038160	protein_coding
ENSXETG00000012193	gcn1	XB-GENE-5926092	gcn1	100125171	protein_coding
ENSXETG00000048673	abhd13	XB-GENE-5936168	abhd13	100127876	protein_coding
ENSXETG00000010436	me3	XB-GENE-973120	me3	100135099	protein_coding
ENSXETG00000044402	ENSXETG00000044402				protein_coding
ENSXETG00000009814	wdr45	XB-GENE-972376	wdr45	496788	protein_coding
ENSXETG00000033018	odam	XB-GENE-6453526	odam	100271751	protein_coding
ENSXETG00000004341	kcnip3	XB-GENE-982010	kcnip3	100494097	protein_coding
ENSXETG00000031341	ENSXETG00000031341		LOC100488993	100488993	protein_coding
ENSXETG00000021327	ankrd13b	XB-GENE-5907157	ankrd13b	100125047	protein_coding
ENSXETG00000047975	ENSXETG00000047975				protein_coding
ENSXETG00000040043	ENSXETG00000040043				protein_coding
ENSXETG00000044212	ENSXETG00000044212				protein_coding
ENSXETG00000038828	ENSXETG00000038828				protein_coding
ENSXETG00000039754	csf1	XB-GENE-22041692	csf1	100492777	protein_coding
ENSXETG00000035821	ENSXETG00000035821				protein_coding
ENSXETG00000023202	uba52	XB-GENE-939925	uba52	448705	protein_coding
ENSXETG00000044103	ENSXETG00000044103				protein_coding
ENSXETG00000009509	myo1f	XB-GENE-970297	myo1f	100493342	protein_coding
ENSXETG00000037169	ENSXETG00000037169				protein_coding
ENSXETG00000043011	ENSXETG00000043011				protein_coding
ENSXETG00000031064	t2r45		t2r45	100335092	protein_coding
ENSXETG00000036900	ENSXETG00000036900				protein_coding
ENSXETG00000048317	ENSXETG00000048317				protein_coding
ENSXETG00000035685	ENSXETG00000035685				protein_coding
ENSXETG00000003349	poc5	XB-GENE-5850620	poc5	100379845	protein_coding
ENSXETG00000022912	fhl3	XB-GENE-947662	fhl3	493527	protein_coding
ENSXETG00000010062	gpat3	XB-GENE-993435	gpat3	493261	protein_coding
ENSXETG00000045034	ENSXETG00000045034		LOC100486055	100486055	protein_coding
ENSXETG00000002654	lig4	XB-GENE-964443	lig4	549735	protein_coding
ENSXETG00000049377	taf11	XB-GENE-491199	taf11	100151705	protein_coding
ENSXETG00000014727	tmem215	XB-GENE-962098	tmem215	100485188	protein_coding
ENSXETG00000007594	mrpl46	XB-GENE-970912	mrpl46	100125128	protein_coding
ENSXETG00000046780	ENSXETG00000046780		LOC116409830	116409830	protein_coding
ENSXETG00000033779	dscam	XB-GENE-921689	dscam	100216449	protein_coding
ENSXETG00000033452	tas2r39	XB-GENE-22069250	tas2r39	100335091	protein_coding
ENSXETG00000010731	rps6kb1	XB-GENE-482409	rps6kb1	394938	protein_coding
ENSXETG00000027192	ENSXETG00000027192		LOC100486201	100486201	protein_coding
ENSXETG00000046830	ENSXETG00000046830		LOC100488351	100488351	protein_coding
ENSXETG00000046628	ENSXETG00000046628				protein_coding
ENSXETG00000009916	hgd	XB-GENE-996013	hgd	101732915	protein_coding
ENSXETG00000020756	ap4e1	XB-GENE-988221	ap4e1	100494908	protein_coding
ENSXETG00000044171	ENSXETG00000044171				protein_coding
ENSXETG00000047153	ENSXETG00000047153				protein_coding
ENSXETG00000039575	ENSXETG00000039575				protein_coding
ENSXETG00000048430	ENSXETG00000048430				protein_coding
ENSXETG00000000335	cdkl2	XB-GENE-5959638	cdkl2	100487310	protein_coding
ENSXETG00000023201	rex1bd	XB-GENE-1008394	rex1bd	100380088	protein_coding
ENSXETG00000042272	ENSXETG00000042272				protein_coding
ENSXETG00000006221	arsd	XB-GENE-5874310	arsd	548706	protein_coding
ENSXETG00000010064	phkg1	XB-GENE-987485	phkg1	448255	protein_coding
ENSXETG00000039139	synm	XB-GENE-992892	synm	100486590	protein_coding
ENSXETG00000036350	ENSXETG00000036350				protein_coding
ENSXETG00000013999	tle1	XB-GENE-868100	tle1	100101799	protein_coding
ENSXETG00000041616	ENSXETG00000041616				protein_coding
ENSXETG00000039322	clic4	XB-GENE-958154	clic4	493290	protein_coding
ENSXETG00000047406	ENSXETG00000047406				protein_coding
ENSXETG00000041739	ENSXETG00000041739		LOC101733075	101733075	protein_coding
ENSXETG00000035239	cdk4	XB-GENE-5900655	cdk4	549496	protein_coding
ENSXETG00000030172	ksr2	XB-GENE-484751	ksr2	100498480	protein_coding
ENSXETG00000027330	ubox5	XB-GENE-973070	ubox5	448492	protein_coding
ENSXETG00000019936	susd2	XB-GENE-5887491	susd2	105946288	protein_coding
ENSXETG00000045032	nalf1	XB-GENE-6032641	nalf1	100486518	protein_coding
ENSXETG00000008018	abhd4	XB-GENE-921768	abhd4	550041	protein_coding
ENSXETG00000035393	uhrf1bp1	XB-GENE-920777	uhrf1bp1	549175	protein_coding
ENSXETG00000040890	ENSXETG00000040890				protein_coding
ENSXETG00000004339	fahd2a	XB-GENE-964031	fahd2a	734144	protein_coding
ENSXETG00000035710	r3hdm4	XB-GENE-5885534	r3hdm4	779758	protein_coding
ENSXETG00000047759	ENSXETG00000047759				protein_coding
ENSXETG00000021067	ENSXETG00000021067				protein_coding
ENSXETG00000009083	hes7.2	XB-GENE-486482	hes7.2	100496131	protein_coding
ENSXETG00000006201	stard10	XB-GENE-5824671	stard10	100145047	protein_coding
ENSXETG00000025288	dusp26	XB-GENE-950157	dusp26	100493443	protein_coding
ENSXETG00000042328	ENSXETG00000042328				protein_coding
ENSXETG00000032345	ENSXETG00000032345				protein_coding
ENSXETG00000014328	ncan	XB-GENE-961217	ncan	779471	protein_coding
ENSXETG00000047215	ENSXETG00000047215		LOC100497608	100497608	protein_coding
ENSXETG00000016745	cdk4	XB-GENE-877178	odad3	100145237	protein_coding
ENSXETG00000042954	ENSXETG00000042954				protein_coding
ENSXETG00000041591	dnai1	XB-GENE-6455855	dnai1	100144946	protein_coding
ENSXETG00000043741	ENSXETG00000043741		LOC101733889	101733889	protein_coding
ENSXETG00000010681	nup58	XB-GENE-6257751	nup58	595038	protein_coding
ENSXETG00000042800	ENSXETG00000042800				protein_coding
ENSXETG00000036250	tnfaip8l3	XB-GENE-5763786	tnfaip8l3	100494749	protein_coding
ENSXETG00000047048	ENSXETG00000047048				protein_coding
ENSXETG00000045417	ENSXETG00000045417				protein_coding
ENSXETG00000049495	ENSXETG00000049495				protein_coding
ENSXETG00000001428	ENSXETG00000001428				protein_coding
ENSXETG00000017568	dmxl1	XB-GENE-948750	dmxl1	100495447	protein_coding
ENSXETG00000009079	hes7.1	XB-GENE-876465	hes7.1	733997	protein_coding
ENSXETG00000045523	ENSXETG00000045523				protein_coding
ENSXETG00000010437	ccdc81	XB-GENE-967044	ccdc81	100145462	protein_coding
ENSXETG00000031918	adam28.2	XB-GENE-5949648	adam28.2	100145537	protein_coding
ENSXETG00000024721	snrpc	XB-GENE-495092	snrpc	549352	protein_coding
ENSXETG00000011600	crmp1	XB-GENE-992563	crmp1	779767	protein_coding
ENSXETG00000010068	sumf2	XB-GENE-5815462	sumf2	548860	protein_coding
ENSXETG00000046232	ENSXETG00000046232				protein_coding
ENSXETG00000018606	fam222a	XB-GENE-5857166	fam222a	780041	protein_coding
ENSXETG00000014101	tet2	XB-GENE-6031110	tet2	100380145	protein_coding
ENSXETG00000043580	ENSXETG00000043580				protein_coding
ENSXETG00000000334	g3bp2	XB-GENE-480361	g3bp2	394887	protein_coding
ENSXETG00000038122	ENSXETG00000038122				protein_coding
ENSXETG00000017977	lzts3	XB-GENE-961223	lzts3	100485228	protein_coding
ENSXETG00000038470	ENSXETG00000038470				protein_coding
ENSXETG00000045300	ENSXETG00000045300				protein_coding
ENSXETG00000046015	ENSXETG00000046015		XB5900543	100486700	protein_coding
ENSXETG00000030710	XB5838589 [provisional:adam9]	XB-GENE-5838590	XB5838589	100145070	protein_coding
ENSXETG00000042673	rdh8	XB-GENE-984982	rdh8	100498153	protein_coding
ENSXETG00000038655	lysmd4	XB-GENE-946455	lysmd4	100486000	protein_coding
ENSXETG00000014330	hapln4	XB-GENE-922316	hapln4	100490942	protein_coding
ENSXETG00000008029	ENSXETG00000008029				protein_coding
ENSXETG00000017056	ENSXETG00000017056				protein_coding
ENSXETG00000022365	rfc5	XB-GENE-1016200	rfc5	496525	protein_coding
ENSXETG00000038824	nwd1	XB-GENE-985040	nwd1	100492543	protein_coding
ENSXETG00000020255	usp16	XB-GENE-1007164	usp16	447956	protein_coding
ENSXETG00000006929	stard4	XB-GENE-5944117	stard4	100490743	protein_coding
ENSXETG00000046811	ENSXETG00000046811				protein_coding
ENSXETG00000047901	ENSXETG00000047901		LOC101732335	101732335	protein_coding
ENSXETG00000043807	ENSXETG00000043807		LOC779549	779549	protein_coding
ENSXETG00000034908	ilrun	XB-GENE-876787	ilrun	100101690	protein_coding
ENSXETG00000048588	ENSXETG00000048588				protein_coding
ENSXETG00000017372	fbxo24	XB-GENE-970294	fbxo24	100158645	protein_coding
ENSXETG00000041151	psph	XB-GENE-953316	psph	549747	protein_coding
ENSXETG00000019013	dbnl	XB-GENE-494566	dbnl	100038136	protein_coding
ENSXETG00000001294	crtc3	XB-GENE-5787077	crtc3	496857	protein_coding
ENSXETG00000002023	ahcyl1	XB-GENE-942022	ahcyl1	100158541	protein_coding
ENSXETG00000021641	med16	XB-GENE-967800	med16	780097	protein_coding
ENSXETG00000014331	tm6sf2	XB-GENE-988200	tm6sf2	100158592	protein_coding
ENSXETG00000042477	ENSXETG00000042477				protein_coding
ENSXETG00000005476	cux1	XB-GENE-853070	cux1	100488175	protein_coding
ENSXETG00000045087	ENSXETG00000045087		LOC100488390	100488390	protein_coding
ENSXETG00000036510	ENSXETG00000036510				protein_coding
ENSXETG00000016744	prkcsh	XB-GENE-5843768	prkcsh	394983	protein_coding
ENSXETG00000026210	rnft1	XB-GENE-984035	rnft1	549103	protein_coding
ENSXETG00000018609	trpv4	XB-GENE-998899	trpv4	100496204	protein_coding
ENSXETG00000004898	ENSXETG00000004898		znf347	100379887	protein_coding
ENSXETG00000041216	uaca	XB-GENE-940300	uaca	733761	protein_coding
ENSXETG00000018602	cdc45	XB-GENE-976058	cdc45	779545	protein_coding
ENSXETG00000006926	camk4	XB-GENE-5911781	camk4	100490912	protein_coding
ENSXETG00000008031	ENSXETG00000008031		or4e2	100486855	protein_coding
ENSXETG00000046331	ENSXETG00000046331				protein_coding
ENSXETG00000048936	ENSXETG00000048936				protein_coding
ENSXETG00000048479	ENSXETG00000048479				protein_coding
ENSXETG00000001192	ncor2	XB-GENE-5963150	ncor2	733898	protein_coding
ENSXETG00000020758	cyp19a1	XB-GENE-953895	cyp19a1	100036594	protein_coding
ENSXETG00000036633	thap2	XB-GENE-966661	thap2	100380030	protein_coding
ENSXETG00000004362	pomc	XB-GENE-483703	gfra4	100487002	protein_coding
ENSXETG00000006354	fam214a	XB-GENE-5816685	fam214a	548419	protein_coding
ENSXETG00000039324	ENSXETG00000039324		LOC100487398	100487398	protein_coding
ENSXETG00000034149	spdef	XB-GENE-491205	spdef	779866	protein_coding
ENSXETG00000043805	ENSXETG00000043805				protein_coding
ENSXETG00000022369	wsb2	XB-GENE-991095	wsb2	100145242	protein_coding
ENSXETG00000039024	ENSXETG00000039024				protein_coding
ENSXETG00000030278	adam28.1	XB-GENE-982024	adam28.1	100488450	protein_coding
ENSXETG00000038334	ENSXETG00000038334				protein_coding
ENSXETG00000021072	shisa3	XB-GENE-939878	shisa3	100489958	protein_coding
ENSXETG00000048492	rabl3	XB-GENE-6258935	rabl3	100124869	protein_coding
ENSXETG00000046588	ENSXETG00000046588		tpbgl	105946688	protein_coding
ENSXETG00000026487	ENSXETG00000026487				protein_coding
ENSXETG00000010728	med13	XB-GENE-1000947	med13	100490132	protein_coding
ENSXETG00000016139	cip2a	XB-GENE-5926363	cip2a	100216050	protein_coding
ENSXETG00000038387	ENSXETG00000038387		LOC100497126	100497126	protein_coding
ENSXETG00000047680	ENSXETG00000047680				protein_coding
ENSXETG00000042499	ENSXETG00000042499				protein_coding
ENSXETG00000048570	ENSXETG00000048570				protein_coding
ENSXETG00000048723	ENSXETG00000048723				protein_coding
ENSXETG00000047337	XB5868338 [provisional:sun3]	XB-GENE-5868339	XB5868338	100127596	protein_coding
ENSXETG00000004916	pcgf3	XB-GENE-987640	pcgf3	549601	protein_coding
ENSXETG00000011004	wdr36	XB-GENE-972602	wdr36	100145468	protein_coding
ENSXETG00000021646	cfd	XB-GENE-973605	cfd	394945	protein_coding
ENSXETG00000044364	ENSXETG00000044364				protein_coding
ENSXETG00000012375	pacsin1	XB-GENE-494779	pacsin1	100494558	protein_coding
ENSXETG00000031185	ENSXETG00000031185		LOC100485726	100485726	protein_coding
ENSXETG00000042018	ENSXETG00000042018				protein_coding
ENSXETG00000010077	cct6a	XB-GENE-987462	cct6a	407866	protein_coding
ENSXETG00000018646	sh3rf3	XB-GENE-6045188	sh3rf3	100490093	protein_coding
ENSXETG00000022373	vsig10	XB-GENE-5959353	vsig10	733840	protein_coding
ENSXETG00000004900	ENSXETG00000004900		chrna10	100487976	protein_coding
ENSXETG00000043358	ENSXETG00000043358		LOC100493091	100493091	protein_coding
ENSXETG00000000333	uso1	XB-GENE-1013306	uso1	100488011	protein_coding
ENSXETG00000040286	slco2b1	XB-GENE-6046634	slco2b1	100125037	protein_coding
ENSXETG00000012077	ENSXETG00000012077		LOC100493925	100493925	protein_coding
ENSXETG00000009918	gtf2e1	XB-GENE-959290	gtf2e1	448491	protein_coding
ENSXETG00000041309	ENSXETG00000041309		tas1r1	100495087	protein_coding
ENSXETG00000049016	ENSXETG00000049016		LOC100485112	100485112	protein_coding
ENSXETG00000049183	ENSXETG00000049183				protein_coding
ENSXETG00000004481	myl10	XB-GENE-986520	myl10	100170437	protein_coding
ENSXETG00000010128	nefm	XB-GENE-6457034	nefm	780230	protein_coding
ENSXETG00000037895	ENSXETG00000037895		LOC101733157	101733157	protein_coding
ENSXETG00000009445	git1	XB-GENE-956125	git1	100492231	protein_coding
ENSXETG00000018625	gltp	XB-GENE-949224	gltp	548793	protein_coding
ENSXETG00000018779	adamts17	XB-GENE-6460749	adamts17	100380150	protein_coding
ENSXETG00000013053	gatad2a	XB-GENE-1015730	gatad2a	549596	protein_coding
ENSXETG00000017176	sall2	XB-GENE-494377	sall2	100038135	protein_coding
ENSXETG00000001833	tmem131l	XB-GENE-983404	tmem131l	100144926	protein_coding
ENSXETG00000004914	slc49a3	XB-GENE-5740366	slc49a3	394873	protein_coding
ENSXETG00000010142	nefl	XB-GENE-492106	nefl	100216135	protein_coding
ENSXETG00000042146	ENSXETG00000042146				protein_coding
